"claim_id","path","line","claim_text","domain","risk","source_type","source_location","scope","status","decision"
"MC-0076","01-项目/meta-abilities/写作.md","202","每天只记录三个数据：打开文档了没有（这是唯一不可失败的指标）、写了多少字、""想写""的感觉几分。连续七天百分百打开率就进入下一个字数级别。某天没打开的话第二天不补，继续正常节奏——连续性比单次质量重要。如果连续三天打开文档但没写字，退回到上一个字数级别。如果打开文档本身都做不到，去检查Typora开机自启了吗、快捷方式在桌面最显眼的位置了吗。连续十四天日均三百字且""想写""感五分以上，打开文档已经从""需要下定决心""变成了基底节自动化程序。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0077","01-项目/meta-abilities/写作.md","218","选一篇旧文。Hook——给朋友看标题，问他预期。Knowledge——圈出所有因果连词（因为/所以/但是/后来发现）。少于5个→因果链不够。Resonance——圈出所有带具体时间和地点的片段。少于2个→共鸣不足。 | Vygotsky·最近发展区","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0078","01-项目/meta-abilities/写作.md","230","你连续21天每天早上刷牙。基底节把""刷牙""从需要前额叶决策的动作变成自动程序。你不需""决定""刷牙——你自动就刷了。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0079","01-项目/meta-abilities/写作.md","232","写作同理。你每天打开文档写300字——不管质量。21天后，""打开文档""从""需要下定决心""变成""自动发生""。基底节接管了这个动作——你的前额叶被释放出来，只需要负责""写什么""。""每周一篇精品""的问题是——频率太低。基底节永远接收不到足够的重复信号来形成自动化。你每次打开文档都需要前额叶做一次完整决策——""要不要写""""写什么""。这个决策本身消耗的能量超过了写作本身。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0080","01-项目/meta-abilities/写作.md","238","每天开一次水龙头=基底节收到一次重复信号。一年365次——""打开文档""已经跟刷牙一样自然。水龙头流出来的水——有些直接蒸发了（碎片没人看）。有些汇入了水库（一条碎片被扩展成了长文）。水库里的水——有些被舀出去用了（发公众号）。有些蒸发（旧文章没人翻了）。但水龙头只要每天开——水库的水位永远在涨。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0081","01-项目/meta-abilities/写作.md","247","AI可以在30秒内生成一篇结构工整、逻辑清晰的1500字文章。这意味着写作里""信息组装""的部分已经被替代了——你不需要花时间整理资料、搭框架、润色句子。AI做得更快更准。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0082","01-项目/meta-abilities/写作.md","259","AI就是那个面包机。它让""工整的文章""变成了日用品——任何人都可以在30秒内获得一篇。你的""手工面包""是——你的人生经历、你的思考痕迹、你在凌晨三点自己跟自己辩论的那些内容。面包机越普及，手工面包越值钱。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0083","01-项目/meta-abilities/写作.md","285","**费曼长文**：选一个核心概念写5000字以上。不用术语、只用自己例子、标两处""不确定""、附""如果有人完全不认同的三个最强反驳""。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0084","01-项目/meta-abilities/写作.md","317","三个月重读=最诚实的自我反馈。如果三个月后的你完全认同三个月前的每一个字——你这三个月没有进步。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0085","01-项目/meta-abilities/写作.md","320","找三个月前的文章。三色标注——绿色（现在仍然同意）、黄色（不完整需补充）、红色（现在完全不这么想了）。黄+红比例=思维升级幅度。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0086","01-项目/meta-abilities/写作.md","329","你今天写的300字——三个月后你可能完全不记得写了什么。但你的思维在那300字的过程中被永久性地刻得更清晰了一点。那个增益不是""那篇文章""——是""写那篇文章的过程改变了你的脑结构""。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0087","01-项目/meta-abilities/写作.md","334","□ **L1 MVS**：日均300字完成。□ **L2 HKR**：每篇文章过Hook/Knowledge/Resonance。□ **L3 因果链**：每篇""因为""能找到""所以""。□ **L4 自我暴露**：每篇至少一处""我不确定""。□ **L5 费曼输出**：月均一篇费曼长文。□ **L6 自我反驳**：月均一次攻击旧文。□ **L7 三月重读**：季度一次三色标注审计。□ **L8 身份锚定**：自述""我是写作者""。□ **L9 环境设计**：充电器移客厅、电脑写作账户、文档永远留一行。□ **L10 写作审计**：季度写作频率/清晰度增幅/自我反驳质量。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0088","01-项目/meta-abilities/写作.md","349","三月重读（三个月前的文章——三色标注：绿色仍然同意、黄色不完整、红色完全不这么想了）。写作审计（写作频率/思考清晰度增幅/自我反驳质量——三个指标持续改善=写作在驱动思维升级）。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0089","01-项目/meta-abilities/写作.md","355","今年写了多少字。今年最满意的三篇文章——它们为什么满意（有什么共同特征——明年多写这个类型）。今年的写作频率——日均300字完成率。明年唯一想突破的一个写作维度是什么——只选一个。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0090","01-项目/meta-abilities/写作.md","365","**机制二：Zinsser的简洁五法则——去掉每一个""不工作""的词。** Zinsser在《On Writing Well》里给了五条可以被立刻执行的操作规则。第一，删掉所有不必要的副词——""非常""""极其""""真的""""实际上""。第二，用短词替代长词——""帮助""替代""协助""，""用""替代""使用""，""开始""替代""启动""。不是你词汇量不够——是长词的""信息效率""低于短词。同样的意思，短词用更少的音节传达到读者的脑子里。第三，主动语态优于被动语态——""我写了一篇文章""优于""一篇文章被写了出来""。被动语态把行动者和行动之间的因果关系拉远了——读者需要更多的认知资源来重建这个关系。第四，每句话只承载一个信息——如果一个句子里有三个想法，拆成三句。大脑的工作记忆容量有限——一句话塞太多信息，读者的大脑会把前面的信息挤掉来接收后面的信息。第五，删掉所有""你不需要但对读者友好""的填充——那些无意义的过渡填充词——这些词唯一的""功能""是给你的大脑多几秒想下一句。删掉它们后——文章的信息密度翻倍。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0091","01-项目/meta-abilities/写作.md","367","**机制三：HKR公式的可操作化——每篇文章发出前过三关。** Hook关：把你的标题发给一个完全不了解你的领域的朋友，问""你觉得这篇文章会讲什么""。如果他说出来的和你写的不一致——Hook不合格，重写。Knowledge关：在你的文章里用荧光笔画出所有""因为→所以→但是""的因果连接。如果一篇文章少于5个因果连接——你在写干货清单，不是在写因果链。AI写清单，人写因果链。Resonance关：删掉你文章所有""道理""部分，只留下你写的个人故事和具体片段。只读这些片段——能感觉到""这个人经历过这个""吗。如果不能——你的故事太笼统，缺少具体的时间、地点、一个让读者""被击中""的细节。HKR不是写作建议——是发布前的质检清单。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
